Ont name,Classification time (ms),Reasoner
02e1f75c-7845-4a67-ac70-b1d5e7019c9e_DUUL.owl_functional.owl,1270,HERMIT
02fcb936-f6f1-4b54-9750-34920f0fbafa_ectroscope.rdf_functional.owl,2359.5,HERMIT
031f2799-b0c9-4822-b4d3-999886b06ed1_thRelation.owl_functional.owl,223821,HERMIT
0321ae14-3a1e-43d9-9f39-5c28b78938b5_Dubnium.ttl_functional.owl,1831,HERMIT
032ec1a0-864c-48d8-b381-cf2a152ec49a_oc.obo.CURRENT_functional.owl,2153.5,HERMIT
03338838-146a-4994-b8b8-8f5026d4fc16_ir_clipper.rdf_functional.owl,1758,HERMIT
03447898-b55c-4e02-a0f7-f5f2850ed51c_edElements.owl_functional.owl,2359,HERMIT
03492129-24e2-4f25-aae6-c39c10fb53a9_ganisation.owl_functional.owl,1361.5,HERMIT
03554b1a-3f4c-4eaf-a6bc-b1ef483dc74d_act_driver.rdf_functional.owl,1894,HERMIT
0362dd9c-a354-4547-8ac5-134a3e86973f_ganization.owl_functional.owl,1715,HERMIT
03abb48d-18cf-4ed2-9fa3-e12a8a7c63db_d0.owl_functional.owl,61185,HERMIT
03b5ac86-3d27-4d68-b362-9cc707873f15_alto_flute.ttl_functional.owl,2310,HERMIT
03b7d71f-8d52-4d70-8000-9209ef0958dc_LIQO_ver1.0.owl_functional.owl,1466,HERMIT
03c2f269-c038-4d4f-b30d-480d3a094630_racle_Whip.ttl_functional.owl,1811.5,HERMIT
03db5cc1-3cde-4d5c-85a0-a1facef62b17_Rye_bread.ttl_functional.owl,1832,HERMIT
03f865c8-13ef-46df-b026-0f24f839c492_Odometer.rdf_functional.owl,1891.5,HERMIT
040bd77e-2602-4319-91b5-9e7f38e9717c_3_20124919.owl_functional.owl,6633,HERMIT
0410748c-0523-474b-9908-358d3eae6aa2_Ship.rdf_functional.owl,2168,HERMIT
0414faab-a884-43bf-8ecc-70ddf5e03cd8_visual.owl_functional.owl,26875.5,HERMIT
04347b34-b265-40bd-9bdf-74a28f6bb9d7_onto.rdf_functional.owl,1537,HERMIT
0439ba09-2667-4b33-993a-7db4ae2ef8b9_miro.obo_functional.owl,5346.5,HERMIT
044c8d3c-d374-4844-bf8d-830d30358b47_names_sexp.owl_functional.owl,39872.5,HERMIT
045918bf-d81a-4587-836f-a4c882c4de70_odData.owl_functional.owl,54315,HERMIT
04634455-a96a-4ece-a758-9ab3e1e3cc42_confOf.owl_functional.owl,1513,HERMIT
0463b024-7835-4951-b38d-8c1883a37aa3_Governor.owl_functional.owl,1068,HERMIT
0464c799-ec9e-4df5-aec6-62944a889b3b_enotype_xp.obo_functional.owl,52847,HERMIT
04655fd8-40b2-4821-a3c9-93ddf575f988_onto.rdf_functional.owl,2348,HERMIT
0467fba4-c072-48bc-9c80-86db50415771_eo.owl_functional.owl,1834.5,HERMIT
046dafd6-20c8-480a-8fc1-b8b5c167c66d_Eisbein.rdf_functional.owl,3098,HERMIT
04769434-d3d4-4a59-83bd-0868261b8257__and_chips.ttl_functional.owl,2252.5,HERMIT
04781b68-fccd-474b-8e82-57919f0fc453_mergedtbox.owl_functional.owl,291797,HERMIT
047a7779-e463-444f-becb-5f3555e57f4e_Tweezers.rdf_functional.owl,2734,HERMIT
0481853c-6d8b-4ecd-9b67-91617ef164fa_hardware.owl_functional.owl,2501,HERMIT
04b51bd7-a951-42b5-be77-8bce9b428ac1_SAO.owl_functional.owl,4077,HERMIT
04d834ea-d416-4f0d-a705-78adb0b75817_phenEnergy.owl_functional.owl,243240,HERMIT
04ebd5c9-543e-449a-9eea-35a806e9dfbd_nch_shield.rdf_functional.owl,1810.5,HERMIT
04f334ef-77bf-4983-af51-ed5315a9269b_Complexity.owl_functional.owl,159011.5,HERMIT
0549632b-d4db-47ad-a816-fe960fbab57d_Cardinal.owl_functional.owl,1004.5,HERMIT
054c8aaa-0fad-40a7-a649-1eadc5900aaf_odProjects.owl_functional.owl,621606.5,HERMIT
0552ebca-2b2f-4d14-af4a-9ffaac6a5159_HAO_functional.owl,4434,HERMIT
055e9980-d5ac-484f-bfcc-b62b0135b80f_imr.obo_functional.owl,7234,HERMIT
05701c02-1bc6-439d-9f41-248078b8c4c6_Kashkaval.rdf_functional.owl,1670.5,HERMIT
05d1a3f4-fee8-4bfb-8324-c32403f9fbb4_Band.owl_functional.owl,897.5,HERMIT
05d361d1-c8a5-4e56-a0c4-a64f679dab29_tance_edit.owl_functional.owl,2270,HERMIT
05e21cac-d2a1-467c-bbe9-97c568663d68_10090.rdf_functional.owl,937,HERMIT
05eede8d-8713-442b-85e6-c96cd7d0bf67_ing_system.ttl_functional.owl,1764.5,HERMIT
0605ce0f-faf6-426a-b275-af15a9eccbba_cl.owl_functional.owl,315482,HERMIT
061ac8ca-5542-4610-ad64-0b21975d6fe4_enotype_xp.obo_functional.owl,36893.5,HERMIT
061b5e6f-6296-41e0-9629-3c0304cc985e_ange_juice.rdf_functional.owl,1682,HERMIT
06262795-6134-4243-b6f9-9ec35645d49c_Seafood.ttl_functional.owl,1673.5,HERMIT
064c348b-91e2-4345-8e50-b7f740645d84_SIO_000252_functional.owl,8362,HERMIT
0655a1d4-9c76-4d81-abd7-168f79dd55a5_Landjger.ttl_functional.owl,2817.5,HERMIT
0662c159-e1c3-461f-9a62-cb423f76ee7a_ulusmerged.owl_functional.owl,-1,HERMIT
06702f28-8bd8-469c-857d-9c8ae01a1e32_Genre.rdf_functional.owl,1771.5,HERMIT
0699670d-2ca9-4a15-860a-d5b40466a595_Drawknife.rdf_functional.owl,1695.5,HERMIT
06a23d92-adfc-4e2d-a7e3-92ea3096f84d_pathway_functional.owl,2017.5,HERMIT
06a405d6-f348-4ba3-a8ad-bd66210fa433_us.owl_functional.owl,939,HERMIT
06c02df2-a91d-48a6-ac25-24f8f490c44f_codolight.owl_functional.owl,2308.5,HERMIT
06c9f57b-624c-4e3a-9610-48d68898db4c_HAO.obo_functional.owl,3905.5,HERMIT
06d27a7f-d087-46e4-9340-95ac4d8848b3_onto.rdf_functional.owl,1290.5,HERMIT
06ed90ea-d471-4e7c-9eb5-edf92ac77841_transistor.rdf_functional.owl,1654.5,HERMIT
06f773e7-32a4-4165-84a5-3931411b811b_ncrete_saw.ttl_functional.owl,2053,HERMIT
070a6d0d-2dc0-4b84-b008-4fdd6f6c64f8_OceanFloor.owl_functional.owl,231027,HERMIT
070eff26-58bb-4d96-b3a3-239328e15c35_Lawn_mower.rdf_functional.owl,1686.5,HERMIT
0720cdef-dd38-4518-a0a0-9c0d83f4a33b_laptopsfull.owl_functional.owl,2495,HERMIT
0741e54b-15a4-4783-aa3d-fe69e777f589_complex2.1.owl_functional.owl,11838.5,HERMIT
077bfedc-cae7-4647-9a95-08c8a449e781_r_detector.rdf_functional.owl,1680.5,HERMIT
078c7631-2408-417a-97da-4de176307c68_n_xp_chebi.obo_functional.owl,15270.5,HERMIT
07950c24-0549-4376-a098-8e1102f9fa47_Statistics.owl_functional.owl,164645.5,HERMIT
07ae1e72-6d16-4f8a-8a5d-bb730fe9b6f4_Bow_tie.ttl_functional.owl,1731.5,HERMIT
07b4edf0-5daa-4233-9f6d-d25487c600e3__phenotype.obo_functional.owl,7842.5,HERMIT
07b74350-b580-4676-a6b5-7cbae27cc058_onto.rdf_functional.owl,1863.5,HERMIT
07b96f49-0ca4-41bc-adc5-885aeb6116f7_tting_maul.rdf_functional.owl,2153,HERMIT
07e09242-b9b5-4a27-a084-b51ce9d0cf9d_dtn.owl_functional.owl,2271.5,HERMIT
07e9ab44-2a8a-4515-8de8-db2dd70302d8_go.obo.CURRENT_functional.owl,1867,HERMIT
07ef0c71-e573-418c-96d2-8b0d305d185b_Tool_steel.rdf_functional.owl,1702.5,HERMIT
07fd60cf-95b6-4481-ac49-1911e30d1b28_Sauerbraten.rdf_functional.owl,1792.5,HERMIT
0808a2d3-3879-46c1-bf0b-d5760f4172fe_ench_toast.rdf_functional.owl,1957,HERMIT
083a0b34-1db8-46e4-9f12-8d2eb4785f0b_e_ontology.owl_functional.owl,11924,HERMIT
083aae6e-ea4f-401b-9139-9c55f0816eff_Tipi.ttl_functional.owl,1762,HERMIT
083fd346-de16-4947-b06d-365da70968cb_Speargun.ttl_functional.owl,1852.5,HERMIT
0852a3a7-cc11-4cc6-8672-788301bcf8c1_e_computer.rdf_functional.owl,1922.5,HERMIT
085b1f67-63ec-4cab-95e9-3edf96c30fa1_eriofamily.owl_functional.owl,11451,HERMIT
08691c7a-7b0a-4db8-b8d8-5cf046b5235e_envo.owl2_functional.owl,2350.5,HERMIT
086afcb9-d836-44bf-8a44-1c999b2ebdc0_spergillus.obo_functional.owl,1029,HERMIT
08700ca3-c320-431d-9539-6f017f2615f0_tigerlink.rdf_functional.owl,3372.5,HERMIT
0872ce09-5943-4f1c-a191-58d36679f4e3_lexicon.owl_functional.owl,2391.5,HERMIT
08967186-0227-4517-8dc3-e02be86cf1d9_geoicon.owl_functional.owl,1141,HERMIT
08a9cf2b-cc44-434f-8297-22eb4589bddc_unit.owl_functional.owl,1504.5,HERMIT
08af0aa2-c60f-46c7-92c1-b73c8ef8e247_estQuattro.owl_functional.owl,1916,HERMIT
08dbaed9-263b-4b6d-9e81-e0a1297eed21_wines2.owl_functional.owl,1727,HERMIT
08dd1e87-a0b2-4c0a-8a49-c622a9c9ca1f_kel_He_178.rdf_functional.owl,2027,HERMIT
08e3c689-dc4b-4467-b507-66d477b85e7c_uding_daml.owl_functional.owl,2036,HERMIT
090103e9-2dd6-4f72-83f0-6cbe09e7883c_Drill.ttl_functional.owl,1662.5,HERMIT
091e00db-b909-4856-a8e6-b37221827fd2_ss_xp_self.obo_functional.owl,2060,HERMIT
092612bc-e768-4ecf-b6f1-0f9ba6735033_ss_xp_cell.obo_functional.owl,2584,HERMIT
094e650f-2c39-4385-b492-6afebcc6404f_Anthotyros.ttl_functional.owl,1987,HERMIT
0952a61a-ede0-4b56-b49e-6fb9ac5240dd_core.owl_functional.owl,1467,HERMIT
0952cf04-a577-4f30-81c0-badcd03aa60f_Streusel.ttl_functional.owl,1669.5,HERMIT
0963a8d5-30f6-4149-b4a1-5c5bd9a770ed_b_applications_functional.owl,1349,HERMIT
0993ac92-a898-4e85-9d27-f8423a0c3c5a_Broadfork.rdf_functional.owl,1666,HERMIT
09a3ab85-9803-471d-a442-89d4bd7b0567_person.owl_functional.owl,1950.5,HERMIT
09a5e9d1-e13d-414e-b7ae-7bd1a71ca15c_nFramework.owl_functional.owl,894,HERMIT
09d82ffc-81d3-41be-a513-d5edf387294b_Biskotso.rdf_functional.owl,1693.5,HERMIT
09dbb690-d472-4b38-812a-739c495db0b6_Iced_coffee.rdf_functional.owl,1773.5,HERMIT
09f55a6d-f998-4d50-9dcd-9a52becf7e24_ana_Padano.rdf_functional.owl,1756,HERMIT
0a139bbb-6261-4262-b62c-c0d3733f5508_Drill_bit.ttl_functional.owl,1841,HERMIT
0a266ee4-3020-479c-bcd6-ef3bc048dcc7_Tool_bit.rdf_functional.owl,1736,HERMIT
0a276b5a-0c2e-41a7-9989-2ecdf2dd89f8_Stayclip.rdf_functional.owl,1846.5,HERMIT
0a2c04d6-4881-48b1-b093-419e99f47614_laria_ontology_functional.owl,4151.5,HERMIT
0a458c00-cbdb-4193-8efe-b0bed8fdd5fa_ulic_press.rdf_functional.owl,1798.5,HERMIT
0a4a3755-762e-4ba5-a193-35c2851364bc_dsolutions.owl_functional.owl,1113,HERMIT
0a4d9284-bfd3-49a0-963c-d72bb1e7e03d_pombetaxon.owl_functional.owl,6227.5,HERMIT
0a613e4d-9555-4e67-8830-b5f2d3277b53_PaulFisher.rdf_functional.owl,1349,HERMIT
0a8a1183-826f-4a1e-9ff1-d6d063f69f2d_Parameters.owl_functional.owl,2024,HERMIT
0aa095fd-866d-4866-b0b2-4115d687deb2_nlop_valve.ttl_functional.owl,1813,HERMIT
0aa8fa36-9a7d-47b6-b676-096c86918949_sing_valve.ttl_functional.owl,1737,HERMIT
0aae2402-71fa-4a61-b847-b188c52f054e__red_brick.ttl_functional.owl,1743.5,HERMIT
0ad7499f-300b-461b-93ea-223aec64f71f_chemistryv8.owl_functional.owl,2520,HERMIT
0b13099f-0f58-4c6e-9b97-a002fa5d93d4_wbls.owl_functional.owl,1121.5,HERMIT
0b23c217-9a9d-430a-84a5-b5420dcbbd10_hp.owl_functional.owl,8792,HERMIT
0b269d8d-1c50-45ce-ae4b-60a46714d203_classified.obo_functional.owl,6598.5,HERMIT
0b3204d4-768b-4e1f-b8a6-33d629d5ae91_xaosimple.obo_functional.owl,3303,HERMIT
0b37300d-a741-4bed-996b-0ee6df83ad07_lifecycle.owl_functional.owl,1712.5,HERMIT
0b3dc70b-705f-472b-8ade-920411b2b37d_matrIsotope.owl_functional.owl,171034.5,HERMIT
0b5efdd0-bef2-4f27-a031-8e791655a953_psims.obo_functional.owl,2810,HERMIT
0b7ecf35-7dc9-4c91-8db8-fd8a0580f56d_Lingcod.ttl_functional.owl,1825,HERMIT
0b84f409-e01d-44c1-a99d-940ebea2abfa_icCompound.owl_functional.owl,207946,HERMIT
0ba9ffc7-2227-4d7e-8549-110122c9017e_PSIMOD.obo_functional.owl,3165.5,HERMIT
0be7640e-1f36-4db5-b96d-26eae0df6e31_onto.rdf_functional.owl,1349.5,HERMIT
0bf154b7-f284-43a6-ac05-734043ad7c08_biotopcore.owl_functional.owl,2206.5,HERMIT
0bf6b64a-17dd-4d11-97c3-6b366b9ce376_cfg1.0.owl_functional.owl,3600000,HERMIT
0bfc3bd6-41f4-4d29-95fe-6e72a34ec3e4_visiaetype.owl_functional.owl,6764,HERMIT
0c22d7cc-e258-4c72-b6c1-ff0fd22c8b94_anzbrtchen.rdf_functional.owl,1823,HERMIT
0c33cfee-74c1-480d-bb37-5182de8c1217_ll.obo.CURRENT_functional.owl,9024,HERMIT
0c7d7cbb-fa47-4131-8242-7f3523bbb873_russiaB.rdf_functional.owl,1129,HERMIT
0c995738-f296-4ef0-99ec-a5b3d5ef3769_nnotations.owl_functional.owl,3600000,HERMIT
0c9a859b-9744-4dbd-9082-de6b49539b6c_prerelease.obo_functional.owl,5043.5,HERMIT
0ca85c03-017a-4a62-b47d-82d1ae7c815a_4802s1s2s3.owl_functional.owl,8717,HERMIT
0ccf8e8d-23db-495b-a2b5-bcb2c31d546c_movie.owl_functional.owl,1354.5,HERMIT
0cd0b9d7-4b0b-443f-9139-2dc69088938a_pathway.obo_functional.owl,2591,HERMIT
0ce5ce5c-9d1f-4f93-a250-29771292b116_Pilot_valve.rdf_functional.owl,1648,HERMIT
0cf0d064-2010-4eaf-b681-52408c75f699_nd_compass.rdf_functional.owl,1671,HERMIT
0d0ea454-c4e4-45fa-bf5c-f5f94f863af3_European_Union_functional.owl,1338.5,HERMIT
0d10680e-34e3-472f-be86-47be11db9a67_stateSpeed.owl_functional.owl,283336,HERMIT
0d142dcb-3333-4781-9549-ff8da5f9da75_psimod.owl2_functional.owl,2507,HERMIT
0d3aba28-0a8f-4b89-b7f7-5cc44d450b35_MICRO.owl_functional.owl,1395,HERMIT
0d55b00e-1007-4901-ad21-f380ece0f54a_pe.obo.CURRENT_functional.owl,2829.5,HERMIT
0d5857a3-e59e-4648-9efa-e40e9aa42ecc_Grounding.owl_functional.owl,1614,HERMIT
0d5bcc5a-8863-4917-9ea3-c4b94cf0054b_face_water.owl_functional.owl,1353,HERMIT
0d643633-c889-49ae-b7d7-7e4b3bd1ff95_gold2009.owl_functional.owl,1818.5,HERMIT
0d6a0d29-a525-4c38-b734-63eccd84c7b2_SO_functional.owl,3767.5,HERMIT
0d6b495c-6764-4eee-bdcc-b1589580fcda_om_divider.ttl_functional.owl,1671,HERMIT
0d798700-ebba-4c5e-9ed8-477e85c1a7ba_ategorical.owl_functional.owl,4169,HERMIT
0d81873b-1e09-4a12-bee6-8a4d224193bf_Place.owl_functional.owl,2806,HERMIT
0d87b570-3fc3-4d52-8fab-833dcdd67c5b_my.obo.CURRENT_functional.owl,4176.5,HERMIT
0d9eb3fe-033f-4fbc-b5a1-b06cd74a360d_onto.rdf_functional.owl,1524,HERMIT
0da869df-aa47-4094-8b45-d8adcd274acd_ecrm_100707.owl_functional.owl,1757,HERMIT
0db7956e-9797-40af-895d-d1e73a85226d_ing_device.rdf_functional.owl,1629.5,HERMIT
0dc71c3a-f8d8-4eb2-87d5-281a6ca9c0a6_expression.rdf_functional.owl,916.5,HERMIT
0e0d22af-e58f-467d-b562-a7b0c7b03680_Brown_bread.rdf_functional.owl,1666.5,HERMIT
0e15ffa3-0193-44cf-a70b-15fa14175181__toothfish.rdf_functional.owl,1629,HERMIT
0e1d688b-f9cf-49f4-b1d8-b57c947005fe_ogms.owl_functional.owl,1334.5,HERMIT
0e1df1f3-f80f-4f16-969a-bcaf3affef4c__regulator.rdf_functional.owl,1650,HERMIT
0e3cd458-420f-4dfb-88f7-06dfcfa12805_lusuniprot.owl_functional.owl,4047.5,HERMIT
0e41c258-3596-4176-ab6c-bb4a938475d9_SAO.owl_functional.owl,4631.5,HERMIT
0e662bf3-f86f-41be-baab-cd4265cd3126_dacts_v0.3.owl_functional.owl,2795,HERMIT
0e69a5da-5732-49b0-9988-c853faaa993b_Architect.owl_functional.owl,1030,HERMIT
0e84f876-a242-4558-80d8-9b50db428953_ESG1.1.owl_functional.owl,1473.5,HERMIT
0e9d81a2-7162-4579-b3db-4502db7e94c7_k.rdfs.owl.xml_functional.owl,3161.5,HERMIT
0eaa74fc-399a-4eb5-a93b-0806f3c693ef_morphology.owl_functional.owl,203870.5,HERMIT
0eae5f2a-f8ad-4989-8a12-c2053b9a6bf8_Duffle_coat.rdf_functional.owl,1630.5,HERMIT
0ecabfc6-dc3e-4c72-af91-61ff7037b305_Vlaskaas.ttl_functional.owl,1664.5,HERMIT
0ecbfeef-942c-498a-8bf9-833628be844b_Otiepok.rdf_functional.owl,1626.5,HERMIT
0ecd9763-2a0d-48b2-a6ca-9533c8168e02_MyReview.owl_functional.owl,1375.5,HERMIT
0edd161d-aae5-4d5a-93cd-010c77e5fe44_Cone_wrench.rdf_functional.owl,1616,HERMIT
0eefc452-cedb-4f53-917b-aaa953367334_r_airplane.rdf_functional.owl,1656,HERMIT
0f0f58e3-859d-483a-9eb8-ea9d479dc430_ataProduct.owl_functional.owl,226745,HERMIT
0f1608a9-8578-43b2-a5e6-8036a8d41de2_OMAL_1.2.3.obo_functional.owl,3167.5,HERMIT
0f261956-bd48-46ae-9133-a1b150fac054_al_process.obo_functional.owl,20036.5,HERMIT
0f2e977b-c682-4c4e-8666-f722e9c8610b_l.12.12.31.rdf_functional.owl,1758,HERMIT
0f418d01-5287-4986-98e3-ceb3334ea1d3_o_supporto.owl_functional.owl,1434.5,HERMIT
0f5f1857-5373-44f5-bbdf-4e16845bd6e7_crimeXold.owl_functional.owl,3413,HERMIT
0f631613-d34a-4152-ac7d-60b60ef87a7c_DUL_v22.owl_functional.owl,2134.5,HERMIT
0f6d7a09-5bf1-4b93-9201-1ee965ad9a57_MPATH.owl_functional.owl,1868,HERMIT
0f78323e-4396-45c3-9059-dcacf396848f_wbbt.owl_functional.owl,7873.5,HERMIT
0f79cf72-c4eb-488a-8e14-830cf8fdbf14_IBM.rdf_functional.owl,1635.5,HERMIT
0f8b74cf-6ccd-423c-8c4b-1670be46183f_COSMOr595.owl_functional.owl,2717167.5,HERMIT
0f951a57-94e9-4087-aa28-a86fbd466c72_corine.owl_functional.owl,2280.5,HERMIT
0f977442-008d-4c1b-a0fc-bcb4e8e360f2_sadi.owl_functional.owl,2653.5,HERMIT
0fb3d336-d85f-45bf-aaec-3aa003b1ee5c_Yam_naem.ttl_functional.owl,1706.5,HERMIT
0fbe29ff-8c97-433c-beb2-4a55cd9c07f9_Atom.owl_functional.owl,1343.5,HERMIT
0fd2a1c4-73ea-4387-999e-4daece859826_Aejo_cheese.rdf_functional.owl,1634,HERMIT
0fdf1f39-704c-4e6c-b3a0-c871b3bd1707_EDAM.owl_functional.owl,3959.5,HERMIT
0fe50fe9-b828-43b6-bbf6-1d0c64e3c2b7_nciOntology.owl_functional.owl,20069.5,HERMIT
0ffd9a0c-b017-4163-b058-618773342a40_ll_trestle.rdf_functional.owl,1677.5,HERMIT
1001d21a-d72d-46aa-9334-93e88dfdc785_owfin_tuna.ttl_functional.owl,1651.5,HERMIT
10023d99-ff0c-4600-8566-f71fea0ced10_biotopcore.owl_functional.owl,2193,HERMIT
1005ae0f-2067-4cb9-95a3-98084024cf9d_Comparator.ttl_functional.owl,1648,HERMIT
1007924a-2f3a-46e0-9181-ba3b99bd7030_pizzas2_3.owl_functional.owl,1312.5,HERMIT
1008aff4-0020-4095-b470-5cfdd5255140_Mower.ttl_functional.owl,1633,HERMIT
100f1df0-fcd1-45d8-bf89-6ff2a0015319_Apple_II.rdf_functional.owl,1639,HERMIT
101878dc-d4e6-438e-9751-36076fd23640_onto.rdf_functional.owl,1492.5,HERMIT
101f4154-ca96-4301-99cb-4151bc204856_Mendeley.rdf_functional.owl,1651,HERMIT
1023b845-39a7-490f-9120-2d98e9cf11e3_rerelease.owl2_functional.owl,2393,HERMIT
1024c415-fca5-4206-9dbe-04d020ca896c_psimod.owl2_functional.owl,3490.5,HERMIT
10576a42-f8c3-49aa-a033-7e94b4d807b5_luepattern.owl_functional.owl,2458,HERMIT
105c9b46-149b-48d7-9d54-972676ef35ff__connector.rdf_functional.owl,1840,HERMIT
106077dc-cb7c-47db-ae8b-ba4aebf95bdf_onto.rdf_functional.owl,1582.5,HERMIT
106f006d-0556-4729-ac2f-44167d2436a5_Congressman.owl_functional.owl,1240.5,HERMIT
1079db6c-33ec-40d5-8a21-d62645d1b14b_eers_scale.ttl_functional.owl,2047,HERMIT
107e9b39-0c71-4fba-83e6-06f66a40ad53_tive_waste.rdf_functional.owl,1919.5,HERMIT
1081a8b2-87f9-4926-bcce-b487fb51a53d_genialink.rdf_functional.owl,3389,HERMIT
10a8e59f-78f9-4d24-9de9-9c630353db28_tionmodule.owl_functional.owl,3545294,HERMIT
10baab1b-71cc-4a72-9269-8553f14af898_seegeoonto.ttl_functional.owl,1769.5,HERMIT
10c4edb6-ecac-4dd6-a4e5-046f5cec52a3_software.obo_functional.owl,1907.5,HERMIT
10d4a772-3fd9-47fe-b5e7-81e42c99775c_Fish_tape.ttl_functional.owl,1616,HERMIT
10ec29ac-47d7-4632-a54c-d54da39e98f0_wine.owl_functional.owl,3126.5,HERMIT
110351e7-338b-4e35-83ae-6fde2eb8c040_russia2.owl_functional.owl,2435.5,HERMIT
110b45e3-d4b5-4e1a-a88e-f37292b4d077_Grev.ttl_functional.owl,1610,HERMIT
113dca92-2224-4262-9613-b8e597e277cb_o_wv_label.obo_functional.owl,38722,HERMIT
116a0ebc-4bbe-45f1-a703-69273ceb9def_eolVolcano.owl_functional.owl,232487,HERMIT
1170809c-20e6-4ec1-a1ca-369b51903587_briole_leg.ttl_functional.owl,1608,HERMIT
1179bf2e-f16c-47ce-873f-2ebc1ce03536_uselkuchen.rdf_functional.owl,1615,HERMIT
11a6ae08-af8c-4b71-b899-4bc1ab375bb8_IL2.owl_functional.owl,2597,HERMIT
11a6e7fa-7f3d-4777-b4fc-92b9ad277962_Validation.owl_functional.owl,158013.5,HERMIT
11e6fee1-efd6-4cce-8772-496f747aad94__caledonia.owl_functional.owl,3600000,HERMIT
11e8d044-d5dd-4c4d-ae57-3bf56391115d_Intel_4004.rdf_functional.owl,1747.5,HERMIT
121d6fd7-bbc9-445f-9a8f-8590f38f67a9_204onto.rdf_functional.owl,1474,HERMIT
12295b6b-5a4a-4bb1-9c0a-b7e626292604_y_interval.rdf_functional.owl,1984,HERMIT
1230ad04-0fe8-4831-8a71-20ee3639bce1_Honey.rdf_functional.owl,1627.5,HERMIT
12396b84-435f-48ec-b485-6f65fd228397_nvironment.owl_functional.owl,1420.5,HERMIT
12467929-9038-48ed-9f32-f2cecb9c9dff_ki_bakotin.rdf_functional.owl,2197,HERMIT
125132d0-845c-4274-81d1-bbc17340830e_human.owl_functional.owl,208704,HERMIT
125cba31-9c30-44b3-a79a-4d9046582bf8_erg_cheese.rdf_functional.owl,1644,HERMIT
1271751c-84eb-4d2d-b325-e27752da1578_zfs.owl_functional.owl,1099.5,HERMIT
127e6f24-bdf6-4c10-b6a0-e18d41c88ad0_fypo.obo_functional.owl,42097.5,HERMIT
128974e2-440e-4b1e-a8ea-ac4176d426d2_escription.owl_functional.owl,2002.5,HERMIT
128c7202-1405-4794-8130-32e826b8dc23_unit.obo_functional.owl,1277.5,HERMIT
129091de-a814-44a4-8d37-fb8013b00fb1_opl.owl_functional.owl,4964.5,HERMIT
12cc88b8-987e-4b15-8a46-2909d01cc984_EO.owl_functional.owl,1649.5,HERMIT
13404249-8796-4671-8151-128425af6674_uided_bomb.ttl_functional.owl,1762,HERMIT
1342af1b-6c63-495e-882d-17fb0f257094_pizzas2_5.owl_functional.owl,1393.5,HERMIT
1379b30f-b808-414c-bcc4-0aa30c680672_eLearning.owl_functional.owl,1588.5,HERMIT
139e4ed5-261e-4218-b147-15c9b159c75f_cheminf.owl_functional.owl,2271.5,HERMIT
13a04344-082e-4414-8e43-f7a6baad59aa_onto.rdf_functional.owl,1422,HERMIT
13b08da5-a6cb-42cc-a518-6a3d332d90b6_CategoryExport_functional.owl,1337.5,HERMIT
13b4266c-a942-4cde-9ba0-d8f7a030fb8f_CVW3CTalks.rdf_functional.owl,856.5,HERMIT
13bd22c9-4d27-4c42-9afb-9bcf8f638546_IPR.owl_functional.owl,1572.5,HERMIT
13c089b2-5421-432c-8729-d4fae2757f4e_cm1.owl_functional.owl,1365.5,HERMIT
13e13197-2065-4e98-8062-a1dd355125c6_ne_roofing.rdf_functional.owl,1757,HERMIT
13eb1f92-4f9d-48f2-93ee-4456a01da828_status.owl_functional.owl,1560.5,HERMIT
13ef84d7-c750-4c57-93ce-5cec2a14a564_.upload_cfg.owl_functional.owl,1590,HERMIT
13efb19e-14d6-44c3-940d-8b966a600a6f_web.owl_functional.owl,1945.5,HERMIT
13f18767-78c8-4d48-9852-07f58ac44fd4_goslim_pir.obo_functional.owl,1468,HERMIT
13f593d8-dc52-4f4f-8ef0-494059e67c0f_SUMOLiteTB.owl_functional.owl,1912.5,HERMIT
13fac6b3-58ea-431b-935c-ae0dfb614156_Intel_MCS51.ttl_functional.owl,1673,HERMIT
141b4419-913d-4eb5-8e8f-a19b1f0fd975_no_Toscano.rdf_functional.owl,1618.5,HERMIT
143caa7c-2611-4fba-af8b-fa080e112733_Bromine.ttl_functional.owl,1645.5,HERMIT
1451076a-7d20-4f5d-92ca-792370f38d10_Thyratron.rdf_functional.owl,1824.5,HERMIT
14982ced-aaf1-409d-a03d-d2ea1ea24f05_evelopment.owl_functional.owl,996.5,HERMIT
14aee90e-c03f-43d3-9433-46e292e7603f_Audiovideo.owl_functional.owl,1286,HERMIT
14c1c304-e5e5-4645-8d2d-8eb673fa6b60_vsto.owl_functional.owl,4179,HERMIT
14d91e15-3ee9-4f4c-8434-1449528eb0e5_Finance.owl_functional.owl,7107,HERMIT
14da8707-789e-49a2-8a08-bde99c8f9cc1_ta_quality.owl_functional.owl,1884.5,HERMIT
14e748a3-b032-4ceb-9c0b-b7cc17c294c6_ry_Profile.owl_functional.owl,1433,HERMIT
14ef665c-6583-4bdd-87d3-5461313ff8bc_apdvsimple.obo_functional.owl,1406,HERMIT
152b4d86-04a2-418b-8c5c-381c6fbf20b6_VAST2009RL.owl_functional.owl,18464.5,HERMIT
154274de-6436-4679-8ee4-86c0bb9b1bd5_ategy_game.ttl_functional.owl,1694,HERMIT
159d8299-0801-487e-aa8c-78c71c67c62c_rm_anatomy.owl_functional.owl,8258,HERMIT
