Ont name,Classification time (ms),Reasoner
approximated_2cbafcc5-169a-434e-8457-6ea108d1dc6d_puls.owl_functional.owl,36265.5,HERMIT
approximated_2d1192ce-4260-4993-89ab-9c4510967e68_machine_v2.owl_functional.owl,1846.5,HERMIT
approximated_2d340673-6179-4f6f-8415-4e56c56ad05f_realm.owl_functional.owl,82375.5,HERMIT
approximated_2d40c115-b191-4187-843d-ca10f52f5e54_software.owl_functional.owl,1507.5,HERMIT
approximated_2d59bafa-a0fe-4030-ab58-ece4ad3da455_esimplemap.owl_functional.owl,1767.5,HERMIT
approximated_2d5e0d6c-02a2-4a99-abdb-85128360c56f_school.rdf_functional.owl,1577,HERMIT
approximated_2d6d6c2f-ad4c-468e-8094-2cf5cd6f681b_WNDefs.owl_functional.owl,2345.5,HERMIT
approximated_2d7f322a-44a4-4eaa-8be7-41ca504a1432_valcomplex.owl_functional.owl,1542,HERMIT
approximated_2dafde3a-50cd-4da8-aab4-5eaef8d8dd25_Chronograph.ttl_functional.owl,1524,HERMIT
approximated_2dc000aa-ae60-4f50-a15f-b3d46d252cbf_matrMineral.owl_functional.owl,66602.5,HERMIT
approximated_2dcb03a4-cd3f-4272-8430-5c6a7526a455_Butter_cake.ttl_functional.owl,1519.5,HERMIT
approximated_2ded1de7-16cf-4ddb-86f0-17045012df52_climZone.owl_functional.owl,13609.5,HERMIT
approximated_2e246091-77c8-4bf9-a0af-d85f05eb01b4_Bun.rdf_functional.owl,1656,HERMIT
approximated_2e646254-d55d-4ccd-9a09-3f702aabdbe1_ip4.owl_functional.owl,2066.5,HERMIT
approximated_2e7972c1-50c9-4874-a3ac-9b15c0462b9a_Springerle.ttl_functional.owl,1522.5,HERMIT
approximated_2ebadcf7-61e1-42f1-8ee0-14d254d2ec2c_dworkflows.owl_functional.owl,1532.5,HERMIT
approximated_2f353011-267e-484b-92a5-9491ba8956d6_Provolone.rdf_functional.owl,1541,HERMIT
approximated_2f52b75f-fe0a-4a31-9ffd-603eb5f3cb0a_ter_coffee.rdf_functional.owl,1497,HERMIT
approximated_2f69a6fe-ad4a-4ee3-8bfc-8838dd6337b6_ing_tackle.ttl_functional.owl,1502.5,HERMIT
approximated_2f702e0d-42ca-4819-8975-af65d131662e_Breadboard.rdf_functional.owl,1504,HERMIT
approximated_2f8241e7-2681-4ae0-a41b-51a658424d85__locations.owl_functional.owl,1671.5,HERMIT
approximated_2f8a6c6c-f6d5-4fa7-a968-5ffa1eef4077_ecs_functional.owl,1748,HERMIT
approximated_2fba4f0d-9470-4520-9c53-8633840112ed_peoplepetsA.n3_functional.owl,1418,HERMIT
approximated_2fd0eaef-81c1-498a-8486-3c5f161e1205_btl2.owl_functional.owl,1443,HERMIT
approximated_2fdc1558-a988-4c66-ac88-8aa0d2e52731_XScale.rdf_functional.owl,1545.5,HERMIT
approximated_2fe90a7c-1b78-4f12-a71a-d6c14d78b431_st_extract.rdf_functional.owl,1528,HERMIT
approximated_2ff40d56-1c1a-477a-a0ed-4991fc98ab71_chemCharge.owl_functional.owl,8665.5,HERMIT
approximated_2ffb86d5-d067-4a51-ae41-742b68104567_xed_ladder.ttl_functional.owl,1510,HERMIT
approximated_2ffbd00c-6fdb-4baf-8191-0ff47dc82b31_Bush_bread.rdf_functional.owl,1546.5,HERMIT
approximated_300a1956-48cf-427d-8445-e00fe53cffcc_wing_board.ttl_functional.owl,1612,HERMIT
approximated_305d8dbe-9da0-4ea7-9c7f-0ce2263594be_OExtension.owl_functional.owl,1583,HERMIT
approximated_30836b24-e55d-4d95-a812-b016fecebffa_idDynamics.owl_functional.owl,62073,HERMIT
approximated_310a78be-8d32-4ae0-87b8-a1e2953b0969_Fixed_rope.ttl_functional.owl,1559,HERMIT
approximated_311e1ba2-5c62-4420-b580-ac349621ac99_Bebinca.rdf_functional.owl,1535.5,HERMIT
approximated_312ead57-98a6-4831-9cfc-efc961e02d26_74181.rdf_functional.owl,1514.5,HERMIT
approximated_3163886e-c6f2-4e5d-a042-6f7352586600_Tea_set.rdf_functional.owl,1529,HERMIT
approximated_317eefae-1d72-4f99-87a3-4453c85dd4b9_ans_cheese.ttl_functional.owl,1604,HERMIT
approximated_3184d3e0-b2b6-4b3e-877f-c4a315804cbb_Tachometer.ttl_functional.owl,1528.5,HERMIT
approximated_31e6def4-0387-4abe-bb47-e6d85eafb8da_Apple_sauce.ttl_functional.owl,1540.5,HERMIT
approximated_31e92e15-c020-4840-a59e-f9278822031c_Submersible.ttl_functional.owl,1536.5,HERMIT
approximated_31ea33c0-66f5-4444-a561-5dfdaa66915a_Souvenir.rdf_functional.owl,1557,HERMIT
approximated_31eb29c5-e8db-4307-a913-f4e2591be614_Air_filter.ttl_functional.owl,1549.5,HERMIT
approximated_322b5869-dd9a-4592-b17d-298efc78b745_maontrev12.owl_functional.owl,1420.5,HERMIT
approximated_3268baa6-91a8-4b4a-8386-1aab21635354_s_software.rdf_functional.owl,1492,HERMIT
approximated_327ec14c-7a71-4933-b980-cd97e2784804_lubricator.rdf_functional.owl,1523.5,HERMIT
approximated_3287d379-3ee6-4e0f-ad90-3702d2112384_galen.owl_functional.owl,4316.5,HERMIT
approximated_32d60478-4d66-40d1-8ec5-9ffe3ceeb408_DOLCELite.owl_functional.owl,1566,HERMIT
approximated_32d8a12b-5c75-4d62-a3a2-b3bc235d506d_expression.owl_functional.owl,2413,HERMIT
approximated_3302f11b-ee9a-4f9a-9eff-514602240b05__Americano.ttl_functional.owl,1518,HERMIT
approximated_3334ed6b-6bf9-44ae-a8b2-fa61901ff4c0_biotop.owl_functional.owl,2301,HERMIT
approximated_3354ab06-569e-42fb-bf57-7ba0e6ff5b36_delisation.owl_functional.owl,2217,HERMIT
approximated_3377b615-2c2e-4427-8e02-b811584e1d24_leChemical.owl_functional.owl,82335.5,HERMIT
approximated_338e6a0c-7602-4b16-819c-e0530b00d312_Situation0.owl_functional.owl,1500,HERMIT
approximated_3396d2a2-870c-4f8b-9a4f-eba9dfc20c1d_Texas_rig.ttl_functional.owl,1482.5,HERMIT
approximated_339facc9-5bb6-483e-9324-6148770a5b54_collInt.owl_functional.owl,1559.5,HERMIT
approximated_33ac6fba-02bb-4022-9d45-7313650ae601_Doppio.ttl_functional.owl,1503,HERMIT
approximated_33bc7729-a6f1-4f7b-b867-00de0d2c899f_a_20110204.owl_functional.owl,421055.5,HERMIT
approximated_33d2060e-a6e6-4075-b2cb-477196936018_ale_cheese.ttl_functional.owl,1567,HERMIT
approximated_33ec7680-b505-4569-a701-da82923cc658_CoreLegal.owl_functional.owl,1975.5,HERMIT
approximated_342db382-7dd1-49a8-81aa-3866aa4664a5_Croglin.ttl_functional.owl,1528.5,HERMIT
approximated_345a9eac-24b5-4761-9a45-b98c29484458_sadiobjects.owl_functional.owl,2228,HERMIT
approximated_346152e4-2806-4d3b-b43c-f2bdec34a25b_eDirection.owl_functional.owl,82367.5,HERMIT
approximated_34655bb7-94fb-44cb-89d6-57c1d5d888f0_Meat_hook.ttl_functional.owl,1574.5,HERMIT
approximated_348b605a-b8d6-443e-b342-63117a4cea6b_onto.rdf_functional.owl,1497,HERMIT
approximated_34a44aa8-e4bd-49c2-9438-94c341ece48b_ZX_Spectrum.ttl_functional.owl,1557.5,HERMIT
approximated_34a60211-a552-4861-b467-c6ccf9a7782e_less_steel.rdf_functional.owl,1550,HERMIT
approximated_34aab632-b464-4f0a-8d13-a2c646313b3f_ise_Tagada.ttl_functional.owl,1913,HERMIT
approximated_34b4dbd4-2432-4c65-9132-57a31ca9696f_ron_import.owl_functional.owl,4208.5,HERMIT
approximated_34d8209e-7fe2-40ce-b4b4-4e5ed204fccb_Laptop.ttl_functional.owl,1490.5,HERMIT
approximated_34ddde4e-7712-4543-b230-3debdf828569_Cast_net.rdf_functional.owl,1509.5,HERMIT
approximated_351b6a7e-8345-4625-a4a7-2468547ee698_Circle_hook.ttl_functional.owl,1599,HERMIT
approximated_351dd588-5be4-4a20-bd9e-c0297629f75c_sapiensMOD.obo_functional.owl,205080,HERMIT
approximated_3535d05c-5a64-408e-ab7f-144cf08b4a77_nd_turbine.ttl_functional.owl,1607,HERMIT
approximated_354f82cb-1bb4-48d2-816e-def490eacfd6_compute.owl_functional.owl,1864,HERMIT
approximated_355959ae-249b-41b5-abdc-98450400a847_l_detector.ttl_functional.owl,1543.5,HERMIT
approximated_35610ba1-5dd3-433a-8215-bfc798f2ed17_virControl.owl_functional.owl,89274,HERMIT
approximated_35792828-a7f8-4c81-a6fe-a27d3653630a_Haddock.rdf_functional.owl,1567.5,HERMIT
approximated_357c5335-0cfb-417c-a74d-6d3779cd2adc__United_States_functional.owl,1413,HERMIT
approximated_35d6809e-31e4-41ff-aaf7-ef702a246ef6_key_wrench.ttl_functional.owl,1557.5,HERMIT
approximated_35dd8ebe-41de-4b9b-a186-79838dc2a175_place_functional.owl,1514,HERMIT
approximated_3611069f-4489-4e63-ae00-d5345ce8c1df_ole_es_cat.owl_functional.owl,1534.5,HERMIT
approximated_3635066d-c5bc-4dd1-881d-4e31d3cda467_Ice_screw.ttl_functional.owl,1643.5,HERMIT
approximated_36788561-09ea-45c9-ad6f-aa1603d02862_kupo.owl_functional.owl,2270,HERMIT
approximated_369c54df-cf92-4755-9ccc-cd823536c156_Biblioscape.ttl_functional.owl,1548.5,HERMIT
approximated_36a59783-abda-4bc8-806e-997fd8c591f4_Machete.rdf_functional.owl,1567.5,HERMIT
approximated_36aa54b8-1b3e-4db7-917e-60b5dae66e7f_istryfinal.owl_functional.owl,1607.5,HERMIT
approximated_36c7a54c-67d6-4681-a461-ab13426c7e66_Rice_Candy.rdf_functional.owl,1619,HERMIT
approximated_3708fbbe-4bfc-4763-9ec5-34a36251f5dd_Chewing_gum.rdf_functional.owl,1568,HERMIT
approximated_370a4b49-a6ed-4864-8eb3-471e41312f7d_Prstost.rdf_functional.owl,1540,HERMIT
approximated_3755a349-2eff-40a3-8cec-59bd5cebcc00_facecustom.owl_functional.owl,9647,HERMIT
approximated_375e1790-ab20-4e89-9132-3967afbd3ecc_onsistence.owl_functional.owl,9181,HERMIT
approximated_37852c1e-9bc3-414e-8029-51e0bc05c330_ic_vinegar.ttl_functional.owl,1635.5,HERMIT
approximated_3790bf2d-66c8-4fe5-98b8-8bf00d6f10d6_shing_line.rdf_functional.owl,1512.5,HERMIT
approximated_379c8d82-b2cb-4598-a878-1dad8290017f_ary_cutter.ttl_functional.owl,1534,HERMIT
approximated_37ae21a8-8d3a-4482-a1ae-34cab320bf93_lapa_bread.ttl_functional.owl,1651,HERMIT
approximated_37bfb8ad-a6fb-46e6-b202-3a1067e82f5e_chev_dough.rdf_functional.owl,1613.5,HERMIT
approximated_37c94c20-67a2-41b7-8081-92af45f5fef5_mnognathia.rdf_functional.owl,1570,HERMIT
approximated_37ec504c-2262-4e75-ae16-ac1dbbf8e839_lRelations.owl_functional.owl,1624,HERMIT
approximated_380b192c-b044-4e0a-b6b3-ee528f4c2a18_2006020915.owl_functional.owl,6519,HERMIT
approximated_38359aff-c44f-40d2-9a26-c3633691bcfc_itude_gate.ttl_functional.owl,1544.5,HERMIT
approximated_38420a39-0297-40e0-9e4d-38d18fa68e54_dering_gun.ttl_functional.owl,1570.5,HERMIT
approximated_389dc2d1-fb9c-46fd-8c05-c3cb293d9edd_andFluvial.owl_functional.owl,81535.5,HERMIT
approximated_39493b69-3be5-47c1-aa9f-ea43a2296412_Alpha_21264.rdf_functional.owl,1550.5,HERMIT
approximated_395e9b4a-32eb-4d76-bfbe-f2c79fe0e57f_epublic1.5.owl_functional.owl,1920,HERMIT
approximated_3983a269-8061-4349-bb79-cd1969fe40c3_oor_buffer.ttl_functional.owl,1539,HERMIT
approximated_39b94cd4-8b03-460a-9a09-5c6e4e8baa7d_nfexternal.owl_functional.owl,1641,HERMIT
approximated_3a13f394-00cb-489d-a0c8-882611cd4afb_BATutorial.owl_functional.owl,1867.5,HERMIT
approximated_3a3066b4-739d-484f-9d60-3060498eb2e5_rDataModel.owl_functional.owl,84065,HERMIT
approximated_3a3b88b3-6a6b-4ed4-a7ee-04d682520f22_scriptions.owl_functional.owl,2149,HERMIT
approximated_3a6c7b04-a568-4d03-b3c9-8a892cfd40c1_physPlasma.owl_functional.owl,13429.5,HERMIT
approximated_3a720fee-fc9d-49b3-a59d-1972aa6d1100_Bolt_cutter.ttl_functional.owl,1523.5,HERMIT
approximated_3a725368-a56b-40e5-b2fa-3317b288387b_London.ttl_functional.owl,1487.5,HERMIT
approximated_3acaad82-84a9-414a-be12-2e5e08a0d60d_Ricotta.ttl_functional.owl,1900.5,HERMIT
approximated_3b02b781-b26c-4431-8019-785696ebdcef_KCO.owl_functional.owl,1904.5,HERMIT
approximated_3b292cb4-dcf6-4cb1-9b4e-cd42fdd43da7_oStability.owl_functional.owl,13763,HERMIT
approximated_3b3054be-0d78-4a53-aabe-89fdbcbb8eb5_Fire_brick.rdf_functional.owl,1548.5,HERMIT
approximated_3b3bee0f-a8e9-48b8-a078-fbe86aee1b92_physSound.owl_functional.owl,9395,HERMIT
approximated_3b446a97-21dd-4ad7-afac-d5af3fa04a02_ess_planer.ttl_functional.owl,1498,HERMIT
approximated_3b913059-e630-4275-be45-859984a1b7be_e_semantic.rdf_functional.owl,1463.5,HERMIT
approximated_3b9b68b1-20ca-41fa-932f-12ab92587485_Webcam.ttl_functional.owl,1518,HERMIT
approximated_3ba51b84-d0d8-47b2-bb62-196c226ad31e_scillation.owl_functional.owl,8843,HERMIT
approximated_3be96473-de91-4a96-9207-51bbf92d3ed5_txa_cheese.ttl_functional.owl,1509,HERMIT
approximated_3bf8d938-17fa-4ea2-b9c9-65b95f2d89e0_Brioche.rdf_functional.owl,1529.5,HERMIT
approximated_3c41871f-f428-4862-9cfd-e3acd1b4c8c1_dian_valve.ttl_functional.owl,1564,HERMIT
approximated_3c7550dc-aecf-45b2-8f89-d11b303864fc_tourismowl.owl_functional.owl,1669,HERMIT
approximated_3c95f452-dd0e-4599-a594-f09baab8b9e8_Furniture.rdf_functional.owl,1524.5,HERMIT
approximated_3ca859a4-cb7b-4e9f-8d78-f55d5db3b9b5_Coordinate.owl_functional.owl,83940.5,HERMIT
approximated_3caa4f42-93f1-4fa4-a4ef-a9731f813298_ativePizza.owl_functional.owl,1703.5,HERMIT
approximated_3cee4187-def7-4dcc-ac3e-fa3d936e8408_Weisswurst.ttl_functional.owl,1640.5,HERMIT
approximated_3d1a06b5-7167-40e2-ac0d-3ce6f7ff96de_rial_robot.rdf_functional.owl,1529.5,HERMIT
approximated_3d8fd997-6f54-481c-ae2c-1f33a9359e49_OWN.owl_functional.owl,13094,HERMIT
approximated_3dab6429-d89e-4f53-8005-0e8ff032fec2_circulator.ttl_functional.owl,1577,HERMIT
approximated_3dcc15cd-68f5-4dc0-93d8-3f5afafc105a_mergedtbox.owl_functional.owl,2955456,HERMIT
approximated_3dd99522-c4a8-441b-bb38-95281b91c76c_Sponge.rdf_functional.owl,1636,HERMIT
approximated_3dffcc19-aa43-4d5f-b7c4-d87556974362_f_corretto.rdf_functional.owl,1725.5,HERMIT
approximated_3e0ebd26-2eb6-4506-a156-5c8f3b312a41_phenBiol.owl_functional.owl,77555,HERMIT
approximated_3e1e3367-1af4-47e4-98ad-f6fff49f93f8_blicazioni.owl_functional.owl,1599.5,HERMIT
approximated_3e5c1d53-63e3-498e-aae9-ac7bac02a697_Zurna.rdf_functional.owl,1643.5,HERMIT
approximated_3e605f8a-3a41-4db1-8863-466230d79b85_SensoComune.owl_functional.owl,1604.5,HERMIT
approximated_3e6405ca-8f7d-467b-9783-ea83babf3691_owl22codo.owl_functional.owl,2625,HERMIT
approximated_3e64de8f-a1d9-4be4-b13d-91beccbd53e8_lout_shelf.ttl_functional.owl,1597,HERMIT
approximated_3e8eb89d-ea50-4c45-af7e-1e60c0d0b904_Pencil.ttl_functional.owl,1642,HERMIT
approximated_3eb2f210-a182-421e-a81d-0c9835a4f25f_ion_server.rdf_functional.owl,1653,HERMIT
approximated_3ebdc727-61ca-456c-a9eb-fbd5d0e8aeba_Fudge.ttl_functional.owl,1675,HERMIT
approximated_3fa72cf6-a731-475a-981f-9e917fd38c68_roo_121016.owl_functional.owl,2371,HERMIT
bern.owl_functional.owl,97550,HERMIT
approximated_3fe8b1ab-f597-4dd5-a200-337148758d2c_on_shooter.ttl_functional.owl,1593.5,HERMIT
approximated_3fe8df9e-8a9f-453c-9104-db2a524b0fa4_algraphcomplex_functional.owl,1749.5,HERMIT
approximated_4015207e-8440-42a3-9a8a-aa4932f58768_Woodchipper.ttl_functional.owl,1636.5,HERMIT
approximated_40263d28-23c5-44d7-9d44-ee94d53fa3fe_estigation.owl_functional.owl,2140.5,HERMIT
approximated_4051b9cf-f4a7-449a-a1bd-cfad3fee359d_Salmon.rdf_functional.owl,1658,HERMIT
approximated_4059d7b6-d333-4266-82e1-74e56f760ac5_iting_desk.rdf_functional.owl,1579.5,HERMIT
approximated_406284c6-e9b4-41c0-b032-9c6855f42622_GRO_v1.5.owl_functional.owl,1664,HERMIT
approximated_40ac5328-6169-4ee6-8ef0-ba1ec4fb8d3e_munication.owl_functional.owl,1743.5,HERMIT
approximated_40b32c95-47fd-4844-9c3b-a020c2ca204b_ire_cheese.rdf_functional.owl,1599,HERMIT
approximated_40bf2e5f-7613-4765-b28a-6778aee743ac_ena_cheese.rdf_functional.owl,1557,HERMIT
approximated_41609dfd-8b85-4183-8ca5-2b94314d9d20_cocus.owl_functional.owl,1488,HERMIT
approximated_4188999f-5acd-4ee9-9484-8fdde7a7c1e2_ndapdap3.2.owl_functional.owl,1858.5,HERMIT
approximated_41b5ecb2-1b3a-40d6-81f8-ca867ca90a71_32_battery.rdf_functional.owl,1576.5,HERMIT
approximated_4235bb59-aea7-45ff-a6b7-9d844b526f79_anRotation.owl_functional.owl,83362.5,HERMIT
approximated_4238d49e-518f-4074-a1ec-91f997db56e1_Didgeridoo.rdf_functional.owl,1578.5,HERMIT
approximated_4244f04d-abc4-4217-a630-cd25d7b66717_pmltrust.owl_functional.owl,1523.5,HERMIT
approximated_42541c17-8fbd-4cac-ae00-c98ed2d02d1f_Xynotyro.ttl_functional.owl,1617,HERMIT
approximated_42546a60-b76f-4eb7-a1b2-511aa6403b09__interface.ttl_functional.owl,1605,HERMIT
approximated_425c48fe-2b7c-4899-a58e-51753e9f899a_a_Types_RM.owl_functional.owl,1530,HERMIT
approximated_42a9f0ea-d01f-4fa6-bf78-10c746418590_Shark.ttl_functional.owl,1593.5,HERMIT
approximated_42aea549-cd03-4658-b46b-948b901c9e60_xsd2owl.owl_functional.owl,1725,HERMIT
approximated_42beab1d-b1b4-45ed-bf39-34a98d3548ef_envo_xp.owl_functional.owl,3068.5,HERMIT
approximated_42e5d4dd-9164-4e47-90f7-4cbedd984434_Cummerbund.rdf_functional.owl,1507,HERMIT
approximated_42fd199e-4475-467d-837f-b3aa8ce1dacf_Map.ttl_functional.owl,1653.5,HERMIT
approximated_43011215-7452-4ed5-bcfb-e529161b7bab__equipment.rdf_functional.owl,1556,HERMIT
approximated_437a1b00-2d4e-4b8d-b2ca-5f74a1036506_ass_cutter.rdf_functional.owl,1551.5,HERMIT
approximated_43947cff-7565-4156-b399-0279de3cb299_onto.rdf_functional.owl,1568,HERMIT
approximated_43a708b4-7145-49d9-8dab-dee4ab0373e1_af20070424.owl_functional.owl,1533.5,HERMIT
approximated_43b1a445-7fdb-4ed8-8830-a6e907657507_anFraction.owl_functional.owl,84980.5,HERMIT
approximated_43c8ec17-a050-404e-aedb-f6aac5fdb8fb_Rhubarb.ttl_functional.owl,1540,HERMIT
approximated_43d8439b-7919-41cf-b08f-ae91f9c6de05_ictablecomplex_functional.owl,1769.5,HERMIT
approximated_4408fc1f-5ea2-4f6c-a47c-d22d11134928_fGene_OWLa.owl_functional.owl,1495.5,HERMIT
approximated_44269c08-e18c-44ce-98d0-06d8b6d81383_Sickle.rdf_functional.owl,1773.5,HERMIT
approximated_44349f78-c3a8-4c00-be5d-c7978847bcdd_mplegraph1.owl_functional.owl,1757.5,HERMIT
approximated_446842a9-826f-4f6c-8502-5b6c449984e5_ysDynamics.owl_functional.owl,4436.5,HERMIT
approximated_44ef69b3-d481-4355-b458-f4cca1cd5aec_onto.rdf_functional.owl,1627.5,HERMIT
approximated_44ff75c3-291a-4963-9e77-dbf37dcca9a6_CogPOver1.owl_functional.owl,2060,HERMIT
approximated_4504faeb-b44c-4fc6-b6a3-f1fdf7c5d4cd_dMesoscale.owl_functional.owl,12822,HERMIT
approximated_450dab4b-06e0-47e6-ad6b-95782c3d4850_les_cheese.rdf_functional.owl,1510,HERMIT
approximated_45470f6d-f0f6-4d83-b8a7-c7da11e5091b_ving_watch.ttl_functional.owl,1524.5,HERMIT
approximated_45e89063-b842-464b-acd8-84909bb7d7fd_icusmerged.owl_functional.owl,940768,HERMIT
approximated_462300e3-c3f0-4acc-8938-e3ac613ce7b1_Capelin.rdf_functional.owl,1595.5,HERMIT
approximated_462bdf6b-f7ad-4c73-8244-024769021458_vertebrate.obo_functional.owl,34457,HERMIT
approximated_464b2051-1e16-4ab1-ba42-9decc86547e0_coddata_v1.owl_functional.owl,1602,HERMIT
approximated_464e4880-a2c9-4b5c-a8e7-7acfe6a78f85_tambisfull.owl_functional.owl,2158,HERMIT
approximated_4671bc70-e4cb-41b3-9bbe-4d82ecbd2210_onto.rdf_functional.owl,1548,HERMIT
approximated_46767b45-e251-4e77-881c-1f30526983ee_eco.obo_functional.owl,1768,HERMIT
approximated_46de5483-ba2b-490e-ba2a-1a00e2a86bea_Thermistor.ttl_functional.owl,1610.5,HERMIT
approximated_46fe0bd7-2da7-48b4-a6ba-040813fe836d_mplegraph2.owl_functional.owl,1977.5,HERMIT
approximated_4702afa9-37f9-4fc7-989e-c57219674548_isometadata.owl_functional.owl,2307.5,HERMIT
approximated_47159dcb-caf1-4e89-b93a-5cae7887f028_Raschera.rdf_functional.owl,1548,HERMIT
approximated_47166f7e-80cc-44b1-83a3-6779e9d9d9cf_dy_Buttons.rdf_functional.owl,1591,HERMIT
approximated_47473d2c-f8be-4f6a-b070-6207a15226b6_kupkb.owl_functional.owl,9874.5,HERMIT
approximated_4765dbe8-f4ca-46f9-a5c0-c2722b94f992__horseback.ttl_functional.owl,1575.5,HERMIT
approximated_47a65c1a-1d5f-48b3-b405-249bbd83ad3b_lop_cheese.rdf_functional.owl,1586,HERMIT
approximated_47ab6cb0-6bb8-4b5e-9644-4429089fa1b9_Slide_check.rdf_functional.owl,1592,HERMIT
approximated_47d61211-dd14-4c3e-8315-94f2b5ce0c4f_Spritzgebck.ttl_functional.owl,1552,HERMIT
approximated_47e1634c-0f6c-4378-9f8c-995af73857e7_example_03.owl_functional.owl,1512.5,HERMIT
approximated_47e885bb-7e8b-4dfd-8cd6-42eb3c6f3629_phenEnergy.owl_functional.owl,91574.5,HERMIT
approximated_47e92c63-15e1-4e84-a90e-0b4510e6ab07_onto.rdf_functional.owl,1543,HERMIT
approximated_4818c781-8a1c-4362-84b3-ee0ab2556f44_compute.owl_functional.owl,1759,HERMIT
approximated_483bced0-f4b7-4dda-9146-dc885622e47e_closureids.owl_functional.owl,5083,HERMIT
approximated_4841a154-4a99-4d34-9e99-43c78137a881_Automobile.rdf_functional.owl,1547,HERMIT
approximated_48550a9c-4a75-4e8c-b9b2-acda06f624ce_Pippo_Baudo.ttl_functional.owl,1545,HERMIT
approximated_487e1166-fe3c-469d-9081-e3285bebdfb8_JC3IEDMBase.owl_functional.owl,3942,HERMIT
approximated_4885ca19-899e-4531-af0b-98d610760fcb_musictest.owl_functional.owl,1554.5,HERMIT
approximated_48bc63b8-2e25-4f60-bc93-ba653667bb6b_quality.owl_functional.owl,2179,HERMIT
approximated_490c0242-1ca2-4bd6-b8d3-52e0601893cf_storage.owl_functional.owl,2464,HERMIT
approximated_4910021c-3f8f-4058-92a2-12229e1120f7_Bakery_mix.ttl_functional.owl,1630.5,HERMIT
approximated_495968fc-a1ea-4b0a-a3c3-1d12940cec40_Behavioral.owl_functional.owl,1589,HERMIT
approximated_496736ef-1103-442a-93a3-44b646492bee_peoplepets.rdf_functional.owl,1465,HERMIT
approximated_49795226-cd2f-489d-b9f4-d86904528efd_sequence_xp.owl_functional.owl,3253.5,HERMIT
approximated_49b3ab49-57e1-41ca-ad26-8cd59f8d4514_Switchblade.rdf_functional.owl,1544,HERMIT
approximated_49be6fe8-8651-401f-999a-015d9131ccb8_na_symptom.owl_functional.owl,2159,HERMIT
approximated_49cdbf6c-469c-4638-9c46-3750c972b861_ple2BpetsB.owl_functional.owl,1509.5,HERMIT
approximated_49d33387-b9ee-47bd-adff-90c411dd8749_tegoryFiletype_functional.owl,1472.5,HERMIT
approximated_4a32ee05-e47b-49d9-8bf8-4e71b31fd8fc_ter.rdfxml.owl_functional.owl,1472,HERMIT
approximated_4a3300a6-72f6-4a06-9024-ef41ad0ab4db_emic_dress.ttl_functional.owl,1563.5,HERMIT
approximated_4a399179-1e7d-46a3-a2cc-264998a91a99_corinesi.owl_functional.owl,1816.5,HERMIT
approximated_4a3cf2e1-cbde-4406-bbf1-867390e5e9c6_dc2lmm.owl_functional.owl,2683.5,HERMIT
approximated_4a77d4f2-a093-4d45-b9c5-62a4e79ef330_gun_scaler.ttl_functional.owl,1515.5,HERMIT
approximated_4aaa63cc-1298-4412-a7f8-08ef35db0bef_geo.owl_functional.owl,1575.5,HERMIT
approximated_4b1ba00e-d3d8-42e5-ae4e-2f72e78f7d78_andAeolian.owl_functional.owl,67529,HERMIT
approximated_4b39fc56-bc7e-4947-a1a4-5bfd97d52ff2_Hotel.rdf_functional.owl,1576.5,HERMIT
approximated_4b3ecb39-6985-4e6d-8789-cbe7962ccf75_onto.rdf_functional.owl,1512.5,HERMIT
approximated_4b51f110-0974-499d-b762-89635edfaa93_opFunction.owl_functional.owl,85681,HERMIT
approximated_4b6b78d5-c869-4600-b4ec-44ddece634e0_lief_valve.rdf_functional.owl,1569.5,HERMIT
approximated_4b9e0b60-32b5-4e59-a931-8d652ab764c9_Screw_gun.rdf_functional.owl,1561.5,HERMIT
approximated_4bfef320-2419-4ba3-a0aa-60d87378c172_andAeolian.owl_functional.owl,75547.5,HERMIT
approximated_4c19259b-3cb2-4b07-b2c4-1e6034ac964b_geometry.owl_functional.owl,3324.5,HERMIT
approximated_4c27cb58-96fd-42b3-8b35-8f05384cd32e_syntaxlink.rdf_functional.owl,2521.5,HERMIT
approximated_4c37c947-0edb-4e65-be1d-af5e62ada614_reprSpace.owl_functional.owl,81899.5,HERMIT
approximated_4c4bb8fa-02c6-446f-9881-cdf8357307d4_FOSCoreEcon.owl_functional.owl,1623,HERMIT
approximated_4c88b856-66dd-4d81-bb78-c9b8256ab126_Pectin.ttl_functional.owl,1474.5,HERMIT
approximated_4d1f59b4-f507-4518-9eb1-04ed41b56c08_.dlhomes.owl_functional.owl,2243.5,HERMIT
approximated_4d321332-0e0c-4283-bf31-832e2532cc51_unction.sms.n3_functional.owl,1868.5,HERMIT
approximated_4d45b0bf-4bbb-494b-a2df-5eb59df7aef5_Action_film.ttl_functional.owl,1536,HERMIT
approximated_4d571d62-046b-4796-8cbb-af7dc92c5d8d_swrc_functional.owl,1494.5,HERMIT
approximated_4d65e414-b851-48a2-b165-41ebe80761a7_ent_system.ttl_functional.owl,1528.5,HERMIT
approximated_4e044446-97f0-4ceb-ab5f-785c3456092d_cedar.owl_functional.owl,7300,HERMIT
approximated_4e04b31f-1fb5-42a3-9763-b79e3b31ab8f_tologyV1.3.owl_functional.owl,1738.5,HERMIT
approximated_4e34e89f-5699-4651-ae1f-6e6dcb88e6a3_Rickshaw.ttl_functional.owl,1603,HERMIT
